,Time,Depth,Distance,Root Mean Square,Azimuthal Gap,Magnitude,Waveform
49532,1477949165820,0.45,0.1396,0.07,145.75,1.21,ml
49533,1477947412500,-0.15,0.256,0.09,90.0,1.59,md
49534,1477947011880,7.7,0.0553,0.08,89.0,2.53,md
49535,1477946899926,5.1,0.033,0.1252,118.0,1.29,md
49536,1477945685080,4.02,0.1134,0.01,113.0,1.13,ml
49537,1477945578060,10.19,0.042,0.1,101.0,0.93,md
49538,1477944485960,0.59,0.04029,0.09,56.0,0.57,ml
49539,1477944480550,4.5,0.1955,0.09,101.0,1.22,ml
49540,1477944320810,3.86,0.1829,0.03,96.0,0.5,md
49541,1477943610760,2.41,0.04316,0.08,279.0,0.73,md
49542,1477943579700,4.95,0.03604,0.2302,97.0,1.77,ml
49543,1477943339080,11.97,0.05946,0.0394,77.0,0.58,md
49544,1477942840390,2.32,0.05587,0.1,124.72,1.02,md
49545,1477942608140,11.12,0.04249,0.1305,84.0,1.5,ml
49546,1477942496020,10.78,0.01532,0.03,121.0,1.65,ml
49547,1477941874324,9.0,0.02162,0.1326,48.0,0.86,md
49548,1477941561300,1.48,0.04035,0.02,52.0,1.15,md
49549,1477941256040,13.77,0.001802,0.1373,67.0,0.89,md
49550,1477941109370,2.65,0.05766,0.19,72.0,0.0,ml
49551,1477940238310,4.49,0.01261,0.0632,134.11,0.7,ml
49552,1477939310900,1.73,0.033,0.24,196.12,0.84,ml
49553,1477938371970,4.38,0.002703,0.07,90.0,0.64,ml
49554,1477938337546,10.6,0.1505,0.05,203.74,0.06,md
49555,1477938303860,13.8,0.03852,0.23,127.0,1.47,md
49556,1477938285560,3.91,0.03651,0.04,71.6,0.36,ml
49557,1477938253785,6.4,0.223,0.05,102.0,0.53,ml
49558,1477938176380,1.2,0.135,0.09,120.82,1.78,md
49559,1477938046502,11.7,0.01171,0.09,103.0,0.7,ml
49560,1477937910600,4.81,0.01441,0.05,131.11,0.93,ml
49561,1477936961187,11.5,0.04211,0.01,90.0,1.07,md
49562,1477935535650,3.73,0.173,0.24,66.0,0.56,md
49563,1477935185018,5.8,0.006306,0.02,274.0,-0.1,ml
49564,1477934784960,4.48,0.03642,0.07,90.0,0.77,ml
49565,1477934608920,6.57,0.05763,0.01,144.0,0.48,ml
49566,1477934600650,6.15,0.154,0.1561,113.0,0.44,ml
49567,1477934227090,3.25,0.006306,0.02,49.0,-0.1,ml
49568,1477932891470,5.05,0.17,0.04,151.0,1.05,ml
49569,1477932633220,3.96,0.03658,0.23,133.0,1.47,md
49570,1477930682570,2.66,0.204,0.24,88.0,0.36,md
49571,1477930145900,15.0,0.03608,0.1481,90.0,1.81,md
49572,1477930003010,0.03,0.03656,0.1175,108.0,0.18,md
49573,1477929487400,1.24,0.03604,0.02,67.0,1.39,ml
49574,1477928924660,3.72,0.212,0.05,71.0,2.05,md
49575,1477928280020,2.24,0.03456,0.2,132.09,1.06,md
49576,1477926708820,4.12,0.04511,0.1952,157.0,0.92,md
49577,1477926108680,-0.03,0.01501,0.01,81.0,1.17,ml
49578,1477924639345,4.4,0.002703,0.16,82.0,0.49,md
49579,1477924177820,1.8,0.1041,0.16,45.0,0.68,md
49580,1477923685630,6.35,0.007207,0.1625,178.95,0.94,md
49581,1477922125720,3.63,0.03523,0.01,120.49,0.75,md
49582,1477921966070,3.65,0.03713,0.1364,137.0,1.5,ml
49583,1477920694023,0.0,0.03429,0.19,180.0,1.07,md
49584,1477920352198,8.5,0.03778,0.1088,46.0,1.4,ml
49585,1477920108900,0.47,0.003604,0.21,137.78,0.89,ml
49586,1477919691890,-0.55,0.08434,0.23,85.0,1.08,md
49587,1477919427290,3.13,0.03059,0.08,101.0,0.9,ml
49588,1477919215328,3.7,0.109,0.0823,77.0,1.67,ml
49589,1477918117280,1.31,0.04037,0.2,132.09,0.67,md
49590,1477917463720,3.71,0.1179,0.19,90.0,1.72,md
49591,1477917272140,15.26,0.205,0.12,136.02,0.81,ml
49592,1477915965146,6.8,0.04553,0.04,45.0,0.62,ml
49593,1477915615910,1.14,0.04159,0.22,158.83,0.29,md
49594,1477915424869,0.0,0.03716,0.01,44.0,1.82,md
49595,1477914634920,3.63,0.03981,0.19,45.0,0.68,md
49596,1477914488255,10.0,0.009009,0.22,67.0,1.62,md
49597,1477914427230,3.75,0.02162,0.09,102.5,0.59,ml
49598,1477913748790,4.53,0.03794,0.21,90.0,0.42,md
49599,1477913705810,7.96,0.005405,0.09,92.0,0.47,ml
49600,1477913599088,9.0,0.04372,0.35,141.0,0.63,ml
49601,1477913321860,3.89,0.01622,0.23,93.0,0.65,ml
49602,1477913155520,2.86,0.02703,0.32,68.0,0.84,md
49603,1477912343760,3.57,0.04296,0.22,128.0,0.68,md
49604,1477912032620,2.6,0.04024,0.26,101.0,1.45,md
49605,1477911809500,2.62,0.01532,0.0267,45.0,0.1,md
49606,1477911706480,1.59,0.03964,0.19,61.0,1.08,md
49607,1477911519150,3.8,0.03306,0.24,45.0,0.06,md
49608,1477911405000,4.37,0.06348,0.19,33.0,2.0,ml
49609,1477911170570,10.16,0.03996,0.17,159.0,1.32,ml
49610,1477911055800,3.49,0.04174,0.02,89.0,0.48,md
49611,1477910988670,0.92,0.04014,0.14,302.0,0.35,md
49612,1477910928940,7.96,0.1,0.18,90.0,1.0,md
49613,1477910924380,5.0,0.03737,0.02,304.0,0.29,md
49614,1477910656860,3.06,0.07734,0.22,159.57,0.1,md
49615,1477910630520,3.32,0.207,0.09,91.0,0.79,md
49616,1477910606570,3.06,0.06021,0.15,91.0,1.11,md
49617,1477910572635,9.8,0.0346,0.24,90.0,2.35,md
49618,1477910511210,2.68,0.01532,0.23,90.0,0.39,md
49619,1477910467690,3.15,0.064,0.08,89.0,0.28,md
49620,1477910454210,3.51,0.1432,0.16,64.0,0.79,md
49621,1477910412400,3.71,0.005405,0.15,104.0,0.4,ml
49622,1477909970970,1.11,0.007207,0.17,126.0,1.04,ml
49623,1477909301460,8.95,0.01982,0.23,91.0,1.15,md
49624,1477909243630,3.39,0.004505,0.25,86.0,1.82,md
49625,1477908927430,1.57,0.002703,0.19,93.0,0.29,md
49626,1477908919510,3.2,0.002703,0.03,45.0,1.91,md
49627,1477908777910,9.52,0.01441,0.24,91.0,0.89,md
49628,1477908771500,8.74,0.04505,0.18,125.0,1.49,md
49629,1477908192350,3.57,0.009009,0.051,255.0,0.77,md
49630,1477908054090,3.19,0.009009,0.16,90.0,0.11,ml
49631,1477908050900,9.47,0.317,0.15,283.0,1.34,ml
49632,1477907706570,-0.71,0.0303,0.02,90.0,0.99,md
49633,1477907654540,3.97,0.03381,0.0395,91.0,1.4,md
49634,1477907068450,3.56,0.006306,0.02,91.0,0.97,md
49635,1477907060840,3.51,0.05068,0.03,153.0,0.58,md
49636,1477907003490,3.3,0.004505,0.05,82.0,0.79,md
49637,1477906948030,3.63,0.02342,0.03,56.0,0.3,ml
49638,1477906610520,4.88,0.02614,0.02,150.83,1.15,md
49639,1477906588730,4.68,0.0278,0.02,49.0,0.21,md
49640,1477906189770,5.88,0.007207,0.26,102.0,1.29,md
49641,1477905135093,10.5,0.008108,0.01,103.0,0.1,ml
49642,1477904868620,10.65,0.134,0.15,149.56,2.29,ml
49643,1477904409960,2.84,0.006306,0.04,99.0,-0.9,ml
49644,1477903617400,1.71,0.01351,0.07,102.0,0.97,md
49645,1477903321755,3.8,0.01622,0.1894,62.0,0.1,ml
49646,1477901028160,9.06,0.02252,0.14,122.0,1.6,ml
49647,1477900797030,1.8,0.007207,0.16,90.0,1.22,md
49648,1477900333970,2.02,0.01441,0.06,149.0,0.5,ml
49649,1477898372090,2.04,0.04937,0.14,156.0,0.8,md
49650,1477896987820,1.73,0.1165,0.06,97.0,0.88,md
49651,1477896769400,2.66,0.00991,0.08,57.0,-0.8,ml
49652,1477895397450,-0.73,0.005405,0.12,99.0,1.09,md
49653,1477895022290,2.41,0.004505,0.18,39.0,1.2,ml
49654,1477894126740,7.55,0.009009,0.06,228.69,1.0,ml
49655,1477893854200,2.84,0.01622,0.01,109.0,0.66,md
49656,1477893744720,2.84,0.01171,0.1493,89.0,-0.4,ml
49657,1477892101700,11.3,0.01081,0.01,50.0,0.8,md
49658,1477891414870,15.58,0.006306,0.06,77.0,1.17,md
49659,1477891399050,15.67,0.01622,0.01,115.0,0.15,md
49660,1477890591470,2.0,0.01171,0.04,221.0,0.79,ml
49661,1477890165640,13.19,0.02793,0.03,93.0,1.22,md
49662,1477889149780,3.78,0.0404,0.02,86.0,0.88,md
49663,1477888496160,6.17,0.03243,0.24,75.0,1.01,ml
49664,1477887363130,3.05,0.09622,0.16,111.0,0.46,md
49665,1477887242930,2.47,0.01261,0.03,147.15,0.87,md
49666,1477886505070,3.84,0.05807,0.01,153.0,0.37,md
49667,1477886408860,1.24,0.05652,0.03,88.0,0.18,md
49668,1477885889535,0.0,0.06923,0.02,180.0,0.81,ml
49669,1477885534110,3.85,0.09692,0.05,314.0,-0.13,md
49670,1477884470950,1.92,0.004505,0.09,74.0,1.3,ml
49671,1477881808530,0.04,0.118,0.01,101.0,0.47,ml
49672,1477881693000,5.54,0.009009,0.01,92.0,0.91,ml
49673,1477881574420,1.58,0.054,0.07,46.0,0.85,md
49674,1477880497610,1.5,0.215,0.01,120.0,0.76,md
49675,1477879059640,7.87,0.01171,0.08,97.0,0.37,md
49676,1477877828750,5.21,0.01712,0.22,93.0,1.5,md
49677,1477876971240,1.08,0.01712,0.06,107.0,1.14,md
49678,1477876965180,1.69,0.01712,0.23,85.0,1.57,ml
49679,1477874731790,1.24,0.006306,0.03,114.0,1.61,ml
49680,1477873811260,1.98,0.005405,0.12,277.0,0.11,md
49681,1477873775680,0.91,0.005405,0.08,128.0,0.43,md
49682,1477869488950,4.34,0.01532,0.1,264.0,1.38,ml
49683,1477868942340,3.88,0.01982,0.15,100.0,0.44,md
49684,1477868312400,1.42,0.02072,0.02,144.0,0.7,ml
49685,1477867725320,6.24,0.01802,0.16,45.0,0.7,ml
49686,1477866539810,1.38,0.02883,0.0,99.0,0.31,md
49687,1477865049130,4.01,0.00991,0.1729,92.0,0.12,md
49688,1477864811290,4.46,0.01311,0.1054,59.0,0.7,md
49689,1477864542960,7.65,0.004505,0.02,95.0,0.1,ml
49690,1477863277020,13.52,0.004505,0.05,82.0,1.47,md
49691,1477861900140,2.21,0.03063,0.64,129.0,0.12,ml
49692,1477861797710,4.04,0.00991,0.02,131.0,0.85,ml
49693,1477861559950,3.89,0.008108,0.07,85.0,0.71,ml
49694,1477861311110,12.67,0.009009,0.19,66.0,0.78,md
49695,1477859399850,13.43,0.00134,0.08,155.0,0.52,md
49696,1477859169830,1.86,0.004505,0.07,79.69,1.77,md
49697,1477857280520,10.0,0.01351,0.05,94.44,1.05,md
49698,1477856317830,-0.36,0.2021,0.06,296.0,0.1,ml
49699,1477855350347,3.1,0.349,0.05,147.0,0.76,md
49700,1477854496188,14.6,0.01532,0.07,196.0,1.11,md
49701,1477851720150,4.14,0.119,0.01,101.0,1.3,ml
49702,1477850801660,-0.75,0.119,0.11,78.0,1.67,ml
49703,1477850730120,-0.81,0.1246,0.04,112.0,1.29,ml
49704,1477850697250,-0.67,0.08876,0.04,60.0,0.9,ml
49705,1477850387750,0.5,0.009009,0.08,63.0,0.16,md
49706,1477850378940,-0.85,0.06793,0.01,73.0,1.0,ml
49707,1477850356790,0.02,0.14,0.02,47.0,1.13,md
49708,1477850331880,-0.05,0.01171,0.07,161.0,1.1,ml
49709,1477850321900,0.17,0.06024,0.07,146.0,0.65,md
49710,1477850284240,2.04,0.007207,0.09,98.0,1.23,md
49711,1477850143040,1.95,0.09394,0.09,97.0,1.48,md
49712,1477850129590,4.31,0.115,0.08,74.0,-0.15,md
49713,1477850029940,-0.02,0.01351,0.1052,64.0,1.65,ml
49714,1477849620350,10.36,0.124,0.02,103.0,1.75,ml
49715,1477849492530,1.81,0.05532,0.16,268.0,1.8,ml
49716,1477848780470,2.51,0.01081,0.12,111.0,1.42,md
49717,1477848769360,6.46,0.01351,0.19,95.0,1.26,md
49718,1477848183680,3.86,0.04562,0.09,99.0,1.45,ml
49719,1477847470680,-0.19,0.07703,0.01,56.0,0.91,md
49720,1477846775420,6.79,0.046,0.09,105.0,1.91,ml
49721,1477844508080,1.39,0.269,0.0663,226.0,1.62,ml
49722,1477842909620,3.19,0.009009,0.01,216.33,2.12,ml
49723,1477842338740,7.32,0.01532,0.1,114.0,1.23,md
49724,1477842017010,16.73,0.01171,0.05,50.0,1.71,ml
49725,1477841017068,10.4,0.1256,0.21,50.0,0.52,ml
49726,1477840654370,0.78,0.046,0.1624,50.0,0.5,ml
49727,1477840401570,3.58,0.123,0.02,84.0,1.2,ml
49728,1477840090120,4.64,0.03153,0.1133,98.0,1.26,ml
49729,1477840055130,4.51,0.03514,0.23,117.0,1.0,ml
49730,1477839256950,8.37,0.09099,0.03,208.68,2.54,ml
49731,1477839077880,1.26,0.1163,0.01,103.0,1.21,md
49732,1477837571620,8.9,0.03514,0.13,105.0,0.17,md
49733,1477837518298,13.6,0.075,0.18,68.0,1.68,ml
49734,1477835905300,1.16,0.03249,0.0475,111.0,2.15,ml
49735,1477835766420,8.85,0.06611,0.045,214.12,1.4,ml
49736,1477835366660,1.27,0.01483,0.02,110.0,1.03,md
49737,1477834663000,8.89,0.006306,0.06,215.47,1.76,md
49738,1477832874188,9.3,0.07,0.02,93.0,0.71,ml
49739,1477832584710,1.65,0.034,0.16,92.0,0.56,ml
49740,1477832261452,8.7,0.008108,0.1212,104.0,0.66,md
49741,1477831339430,7.53,0.01532,0.1511,66.0,0.66,md
49742,1477831185630,1.37,0.006306,0.08,19.0,1.95,ml
49743,1477830228340,0.37,0.003604,0.06,137.72,0.75,ml
49744,1477829173810,9.76,0.06265,0.03,221.28,0.99,ml
49745,1477827773460,14.46,0.007207,0.17,148.0,0.8,ml
49746,1477827661878,4.7,0.1195,0.06,55.0,0.42,md
49747,1477827071142,14.3,0.003604,0.1467,147.0,1.66,md
49748,1477826467520,1.76,0.01441,0.16,62.0,0.42,md
49749,1477825887350,4.38,0.113,0.11,82.82,0.84,md
49750,1477825680750,1.23,0.122,0.15,148.95,1.24,ml
49751,1477825169190,2.07,0.004505,0.01,122.0,0.92,md
49752,1477824375780,5.3,0.05602,0.0685,233.0,0.69,ml
49753,1477823769850,9.1,0.127,0.1507,270.0,1.05,ml
49754,1477823258050,5.33,0.057,0.05,59.0,1.92,md
49755,1477822531030,2.93,0.311,0.06,208.0,1.29,ml
49756,1477822249350,5.12,0.04526,0.02,107.56,0.62,ml
49757,1477822187930,3.42,0.06147,0.01,69.0,0.17,ml
49758,1477821869430,0.24,0.1279,0.23,42.0,0.46,ml
49759,1477821136385,2.9,0.1498,0.01,87.0,0.57,ml
49760,1477820292580,18.03,0.09908,0.18,73.0,1.47,ml
49761,1477819233810,16.61,0.08468,0.09,149.0,0.89,ml
49762,1477819213700,5.92,0.1468,0.0,237.8,0.4,ml
49763,1477814280280,1.79,0.05821,0.1239,73.0,0.51,ml
49764,1477812341195,5.0,0.1168,0.0637,43.0,0.47,md
49765,1477812339483,0.8,0.1148,0.03,93.0,0.35,md
49766,1477810799110,-0.18,0.12,0.18,172.0,1.17,md
49767,1477810654200,4.48,0.04017,0.1449,180.0,2.08,md
49768,1477810591100,2.98,0.01171,0.0843,117.0,1.08,md
49769,1477810203080,1.55,0.06319,0.031,55.0,1.32,md
49770,1477807286500,4.61,0.05783,0.17,52.0,1.22,md
49771,1477805638080,1.46,0.05961,0.21,237.0,1.17,md
49772,1477805020290,6.45,0.05728,0.18,216.17,0.73,ml
49773,1477804041110,6.63,0.01712,0.16,158.06,1.05,ml
49774,1477803717580,1.6,0.01532,0.1,59.0,0.37,ml
49775,1477802510630,6.6,0.01802,0.07,55.0,1.0,ml
49776,1477802244575,8.7,0.06556,0.12,171.01,0.63,ml
49777,1477801150590,1.96,0.038,0.18,145.9,0.17,ml
49778,1477800618210,8.08,0.01081,0.11,151.25,1.3,ml
49779,1477800514979,8.2,0.01351,0.23,35.0,-0.3,ml
49780,1477800387704,1.6,0.008108,0.1709,39.0,0.46,ml
49781,1477799533197,7.4,0.03243,0.16,60.0,0.19,ml
49782,1477799466240,8.01,0.04183,0.03,271.0,0.3,ml
49783,1477799422610,5.45,0.04468,0.21,121.0,1.23,md
49784,1477799258480,1.57,0.004505,0.15,54.0,0.55,md
49785,1477799115480,7.52,0.2326,0.18,144.0,1.86,md
49786,1477799113470,6.21,0.121,0.18,130.0,0.92,md
49787,1477798979060,4.27,0.05883,0.02,120.0,0.3,ml
49788,1477798910310,6.98,0.06189,0.02,76.0,0.81,md
49789,1477798023730,6.78,0.06232,0.04,147.9,0.71,md
49790,1477797896650,3.66,0.02528,0.05,31.0,1.44,md
49791,1477797538530,3.61,0.04955,0.1587,151.0,1.31,ml
49792,1477797022876,9.1,0.007207,0.01,38.0,0.82,md
49793,1477796739040,4.47,0.02793,0.02,143.0,0.29,md
49794,1477796644860,0.9,0.06218,0.02,123.0,0.68,ml
49795,1477795599410,5.79,0.06004,0.06,119.0,0.87,md
49796,1477795286100,8.3,0.139,0.18,96.0,1.97,md
49797,1477793226820,9.3,0.001802,0.18,148.0,0.96,ml
49798,1477792907010,7.85,0.01622,0.05,97.0,2.71,md
49799,1477791265830,0.65,0.06182,0.24,90.0,0.3,md
49800,1477791246010,1.15,0.04865,0.128,69.27,0.3,ml
49801,1477791094110,7.51,0.05076,0.07,99.0,0.88,md
49802,1477791006100,2.66,0.03625,0.14,92.0,0.99,md
49803,1477788791885,11.5,0.03826,0.2,82.0,0.52,md
49804,1477788774760,1.52,0.06074,0.11,201.0,0.83,ml
49805,1477788457180,0.73,0.01171,0.03,74.0,0.56,ml
49806,1477788369120,0.99,0.0593,0.0,93.0,1.73,ml
49807,1477788134450,0.6,0.006306,0.06,43.0,1.97,ml
49808,1477787806770,12.21,0.01081,0.13,52.0,1.0,md
49809,1477786848200,10.72,0.03636,0.13,147.19,0.79,md
49810,1477786714590,2.22,0.03544,0.15,210.0,0.78,md
49811,1477785428700,20.8,0.008108,0.02,221.0,0.0,ml
49812,1477785009134,14.5,0.01351,0.03,77.0,0.9,ml
49813,1477783063100,8.28,0.06176,0.19,163.0,0.78,ml
49814,1477782678770,9.85,0.01532,0.08,311.0,0.47,ml
49815,1477782539440,10.73,0.043,0.18,186.0,0.58,md
49816,1477782335820,5.91,0.01261,0.23,99.0,1.19,md
49817,1477782119980,2.65,0.02613,0.23,86.0,0.56,md
49818,1477781794310,2.94,0.06667,0.17,112.0,1.31,ml
49819,1477781501790,3.8,0.032,0.02,66.0,0.41,md
49820,1477780256100,17.66,0.1189,0.12,58.0,0.96,md
49821,1477780039070,8.11,0.1234,0.08,70.0,0.76,md
49822,1477779658790,1.91,0.02072,0.02,88.0,1.37,md
49823,1477778539190,1.86,0.02162,0.07,159.0,0.74,md
49824,1477777913240,1.57,0.01892,0.12,25.0,0.47,md
49825,1477777869440,9.02,0.01802,0.28,94.0,2.93,md
49826,1477777740250,3.88,0.002703,0.05,26.0,0.49,md
49827,1477777711290,9.37,0.01982,0.11,56.0,1.1,ml
49828,1477775781150,17.86,0.01712,0.02,99.0,0.66,md
49829,1477775489180,5.6,0.132,0.1803,108.0,0.48,ml
49830,1477775251640,9.77,0.06411,0.08,48.0,1.94,md
49831,1477774594280,2.48,0.211,0.15,69.0,2.35,md
49832,1477774228550,9.19,0.209,0.09,69.0,0.86,md
49833,1477772796620,1.12,0.09664,0.0678,99.0,0.2,ml
49834,1477770759560,0.39,0.072,0.06,113.0,0.23,md
49835,1477767343190,12.92,0.005405,0.06,81.0,1.05,md
49836,1477767100100,19.24,0.004505,0.04,95.0,0.5,ml
49837,1477766800900,-0.65,0.06757,0.04,83.0,0.87,ml
49838,1477765344780,1.2,0.137,0.01,149.63,1.75,ml
49839,1477765341300,13.63,0.03505,0.02,57.0,0.48,ml
49840,1477765108460,1.85,0.212,0.06,156.0,0.6,ml
49841,1477763237484,3.9,0.006306,0.03,92.0,1.16,md
49842,1477763218720,1.9,0.00991,0.02,159.85,0.72,ml
49843,1477762690490,17.3,0.005405,0.1494,105.0,1.1,ml
49844,1477760695140,9.68,0.295,0.2,90.0,0.88,ml
49845,1477759131824,9.2,0.01261,0.1749,111.0,0.74,md
49846,1477757940260,4.88,0.00991,0.163,69.0,1.0,ml
49847,1477757885800,2.98,0.02793,0.12,155.0,0.8,ml
49848,1477756143770,2.26,0.01351,0.1593,94.0,1.79,md
49849,1477755353740,3.83,0.22,0.02,55.0,0.73,ml
49850,1477754756140,-0.15,0.0266,0.05,230.0,2.4,ml
49851,1477754743470,0.37,0.05575,0.09,220.0,0.2,ml
49852,1477754475640,1.68,0.01545,0.0978,79.95,0.97,ml
49853,1477753916570,-0.2,0.1163,0.19,107.0,1.72,ml
49854,1477751658730,1.77,0.009009,0.1376,237.5,0.78,md
49855,1477751188429,10.2,0.346,0.05,121.67,0.67,ml
49856,1477751124460,17.03,0.008108,0.04,102.0,0.84,md
49857,1477751048360,18.3,0.143,0.02,147.85,0.81,md
49858,1477750494570,10.3,0.073,0.1825,70.0,0.6,ml
49859,1477750135340,17.23,0.02162,0.06,38.0,0.42,md
49860,1477749283608,6.6,0.00991,0.01,34.0,1.38,md
49861,1477749234010,1.95,0.007245,0.03,186.36,0.56,md
49862,1477748600440,2.29,0.009009,0.08,51.0,0.56,md
49863,1477748528920,9.77,0.06937,0.1433,140.98,0.94,ml
49864,1477747942024,7.5,0.069,0.05,46.0,0.65,md
49865,1477747451860,19.71,0.01622,0.16,70.0,0.87,md
49866,1477746779913,4.5,0.1366,0.06,214.0,0.56,ml
49867,1477746577310,1.75,0.104,0.12,174.85,0.29,md
49868,1477745826230,7.53,0.017,0.02,59.0,1.86,md
49869,1477745017640,2.26,0.04144,0.171,135.0,1.46,md
49870,1477744089964,5.0,0.003604,0.0,71.0,2.47,md
49871,1477743710320,2.43,0.02342,0.1242,144.0,1.02,md
49872,1477743586060,0.75,0.01441,0.0654,141.66,0.28,md
49873,1477743107440,4.45,0.171,0.02,120.0,-0.2,ml
49874,1477742696080,6.47,0.01441,0.05,129.0,-0.8,ml
49875,1477741002904,0.0,0.09547,0.19,81.0,0.4,ml
49876,1477740665540,1.76,0.01261,0.05,51.0,0.23,ml
49877,1477739956250,10.84,0.097,0.06,169.0,0.3,ml
49878,1477739747230,2.99,0.05006,0.1757,276.18,1.88,md
49879,1477738277240,1.63,0.1082,0.02,129.0,1.25,md
49880,1477737584300,1.44,0.057,0.15,184.54,1.0,ml
49881,1477737362896,0.0,0.00991,0.1726,112.72,0.1,ml
49882,1477733072240,0.43,0.00991,0.0301,84.0,0.53,ml
49883,1477732778526,9.3,0.214,0.04,40.0,0.47,ml
49884,1477732106886,5.7,0.065,0.03,41.0,0.31,ml
49885,1477732096880,1.64,0.008108,0.07,36.0,1.69,ml
49886,1477731575790,0.56,0.006306,0.11,175.0,1.0,ml
49887,1477731543040,10.88,0.004505,0.168,73.89,0.11,md
49888,1477731526870,0.55,0.02973,0.18,92.0,0.4,md
49889,1477731231450,9.52,0.007207,0.15,120.0,-0.03,md
49890,1477730275781,8.4,0.02523,0.05,195.12,1.61,md
49891,1477728324270,0.6,0.028,0.23,228.6,1.28,md
49892,1477727414530,13.9,0.05569,0.16,145.0,0.54,ml
49893,1477727385891,11.6,0.1197,0.15,120.0,1.44,md
49894,1477726662157,13.8,0.03333,0.1321,103.0,1.52,md
49895,1477724552700,4.19,0.03063,0.03,161.0,2.09,md
49896,1477722760160,1.07,0.01892,0.02,96.87,0.28,md
49897,1477722603850,6.11,0.03878,0.155,138.0,0.85,ml
49898,1477721827040,4.91,0.167,0.0174,208.0,2.42,md
49899,1477719737804,9.5,0.01261,0.03,61.0,0.25,md
49900,1477719585430,7.38,0.06059,0.05,109.0,0.74,md
49901,1477717688650,18.51,0.05555,0.05,25.0,0.64,ml
49902,1477717429590,2.73,0.00991,0.1,99.0,0.78,ml
49903,1477716917110,17.92,0.001802,0.01,95.36,1.05,ml
49904,1477716563610,13.78,0.1371,0.03,76.0,1.13,md
49905,1477716523870,4.9,0.1058,0.0598,97.0,0.4,ml
49906,1477716218927,5.2,0.07072,0.07,180.43,0.47,ml
49907,1477715625170,2.37,0.02072,0.14,135.11,0.75,ml
49908,1477714818160,0.34,0.05496,0.04,88.0,1.28,md
49909,1477713946399,17.0,0.03964,0.09,64.0,0.9,md
49910,1477713800258,4.0,0.02703,0.05,156.0,1.2,ml
49911,1477713570880,3.02,0.089,0.21,47.0,1.1,ml
49912,1477713423280,2.27,0.02523,0.14,76.0,0.17,md
49913,1477713411740,-0.74,0.03063,0.02,62.0,0.29,ml
49914,1477713397100,11.06,0.02613,0.06,258.29,0.6,ml
49915,1477713383140,1.68,0.02432,0.15,73.0,1.0,md
49916,1477713338230,4.49,0.02342,0.04,52.0,1.01,ml
49917,1477713057390,7.7,0.09074,0.08,116.0,1.24,md
49918,1477712867080,7.6,0.02703,0.19,116.0,0.61,ml
49919,1477712332900,1.63,0.02883,0.21,75.0,1.22,md
49920,1477711624870,3.46,0.008108,0.27,85.0,1.58,md
49921,1477711284790,1.36,0.08378,0.12,72.0,0.75,ml
49922,1477711143790,3.8,0.06847,0.16,108.0,0.7,ml
49923,1477711006030,9.61,0.051,0.05,94.0,1.44,md
49924,1477710820100,1.14,0.01892,0.05,32.0,0.77,ml
49925,1477708723710,1.99,0.04101,0.1132,88.0,1.37,md
49926,1477708620520,12.68,0.01261,0.04,58.0,0.3,md
49927,1477708461430,9.34,0.05315,0.05,69.0,0.49,ml
49928,1477708249410,3.23,0.01081,0.06,97.0,0.44,md
49929,1477707627560,7.19,0.005405,0.04,114.0,0.77,md
49930,1477706441430,7.75,0.01802,0.02,49.0,2.48,md
49931,1477706178820,3.39,0.03333,0.17,56.0,2.04,md
49932,1477705857200,1.13,0.1703,0.03,110.0,1.86,md
49933,1477705760710,3.97,0.02432,0.06,103.0,0.82,md
49934,1477703714890,5.35,0.007207,0.08,177.65,1.01,md
49935,1477700869220,1.94,0.00991,0.12,58.0,0.59,md
49936,1477700357720,3.54,0.008108,0.09,107.0,1.33,md
49937,1477699994704,8.2,0.004505,0.1015,60.0,1.54,md
49938,1477699828880,4.77,0.055,0.02,62.0,1.86,md
49939,1477699738430,3.19,0.004505,0.26,60.0,1.94,md
49940,1477699647430,4.55,0.008108,0.01,55.0,0.39,md
49941,1477699606140,4.89,0.007207,0.04,70.0,0.61,md
49942,1477699310510,4.71,0.005405,0.06,107.0,1.63,md
49943,1477699284340,13.03,0.02793,0.02,42.0,0.44,md
49944,1477699097040,4.48,0.006306,0.04,69.0,0.77,ml
49945,1477699014560,3.88,0.008108,0.04,35.0,0.6,ml
49946,1477696920570,2.84,0.008108,0.09,166.58,1.11,md
49947,1477696333000,6.65,0.003604,0.0,244.0,1.17,md
49948,1477696266040,9.48,0.001802,0.01,67.0,1.02,ml
49949,1477695770015,14.6,0.002703,0.03,111.0,0.46,md
49950,1477695525590,2.35,0.006306,0.01,285.0,0.8,ml
49951,1477694690580,14.76,0.2189,0.05,91.0,1.07,md
49952,1477693690870,1.2,0.06102,0.1089,90.0,1.02,ml
49953,1477692232630,2.2,0.01802,0.08,140.0,1.48,ml
49954,1477690579530,1.32,0.03635,0.02,49.0,0.54,md
49955,1477690192460,1.22,0.0955,0.03,56.0,0.51,md
49956,1477688604460,2.71,0.00991,0.06,156.0,1.88,ml
49957,1477688331230,3.86,0.007207,0.14,88.0,0.74,md
49958,1477687875130,16.96,0.01532,0.02,126.0,0.9,md
49959,1477686585360,3.78,0.04806,0.01,105.0,0.54,ml
49960,1477685133960,1.73,0.007207,0.02,78.0,0.76,ml
