,Time,Depth,Distance,Root Mean Square,Azimuthal Gap,Magnitude,Waveform
2353,1292073768660,3.229,0.008108,0.05,79.0,0.55,md
2354,1292073627590,4.654,0.1253,0.03,184.0,0.88,md
2355,1292071175950,6.791,0.1775,0.24,25.0,2.32,ml
2356,1292070764730,13.61,0.001802,0.08,152.0,1.03,md
2357,1292070508370,2.706,0.02296,0.06,36.0,0.99,md
2358,1292069121100,14.559,0.0973,0.15,75.0,0.65,ml
2359,1292065447470,3.961,0.0447,0.02,127.0,0.75,md
2360,1292065446620,15.341,0.00991,0.14,132.0,0.62,ml
2361,1292065125920,2.39,0.00991,0.07,41.0,1.84,md
2362,1292065018280,1.604,0.02973,0.04,71.0,0.43,md
2363,1292064929230,3.047,0.01982,0.04,77.0,1.15,md
2364,1292064545350,3.62,0.028,0.06,70.0,0.52,md
2365,1292063029390,7.259,0.005902,0.09,124.0,0.34,ml
2366,1292062421500,4.493,0.006999,0.09,96.0,0.5,mh
2367,1292062379000,4.633,0.01096,0.11,95.0,0.6,mh
2368,1292062298860,2.924,0.006306,0.1,131.0,0.4,mh
2369,1292061545390,1.584,0.04549,0.06,53.0,1.2,md
2370,1292060827310,9.417,0.02824,0.16,164.0,0.4,ml
2371,1292060188170,-1.108,0.08463,0.09,125.0,0.75,ml
2372,1292059577200,15.778,0.06036,0.12,100.0,0.67,ml
2373,1292059200860,8.771,0.01532,0.06,181.0,1.27,md
2374,1292057932870,4.541,0.008108,0.01,104.0,0.32,md
2375,1292057817670,1.448,0.006306,0.06,44.0,0.89,md
2376,1292057263260,2.313,0.01081,0.04,88.0,0.38,md
2377,1292056955020,-1.256,0.01081,0.05,74.0,1.0,md
2378,1292056940880,-1.886,0.009009,0.02,91.0,0.24,md
2379,1292056906040,-1.406,0.008108,0.02,95.0,0.27,md
2380,1292056892160,-0.75,0.008108,0.03,109.0,0.36,md
2381,1292056882430,-1.256,0.007207,0.03,92.0,0.42,md
2382,1292056873660,-0.906,0.1176,0.02,76.0,0.48,md
2383,1292056503210,4.914,0.007207,0.21,99.0,1.13,ml
2384,1292056479050,2.059,0.004505,0.06,32.0,1.74,md
2385,1292055088370,1.918,0.05586,0.05,55.0,0.97,md
2386,1292054735430,8.223,0.01532,0.1,135.0,1.79,md
2387,1292054154090,0.643,0.01622,0.05,48.0,0.94,md
2388,1292054087500,0.583,0.01622,0.07,47.0,1.86,md
2389,1292054074910,0.643,0.01802,0.06,49.0,1.37,md
2390,1292053333220,0.426,0.01171,0.03,241.0,0.52,md
2391,1292052918150,10.396,0.05676,0.07,47.0,1.12,md
2392,1292051442390,2.003,0.09031,0.1,148.0,2.6,md
2393,1292049545250,8.334,0.099,0.17,61.0,1.16,ml
2394,1292049353451,9.7,0.009009,0.1176,107.78,0.3,ml
2395,1292048681300,0.552,0.01203,0.07,50.0,1.33,md
2396,1292047808940,0.123,0.04553,0.15,114.0,0.5,mh
2397,1292045702220,15.874,0.02613,0.17,62.0,1.5,ml
2398,1292045215470,3.443,0.1307,0.03,74.0,0.31,md
2399,1292044139420,9.981,0.01855,0.24,67.0,1.51,ml
2400,1292044060320,3.29,0.00991,0.14,69.0,1.41,ml
2401,1292042940920,0.362,0.009009,0.07,47.0,1.16,md
2402,1292042864800,4.303,0.24,0.05,152.0,0.06,md
2403,1292042252099,8.4,0.01081,0.0334,140.68,1.4,ml
2404,1292041305210,3.267,0.01081,0.05,59.0,0.3,md
2405,1292041081520,2.503,0.1273,0.07,28.0,1.46,md
2406,1292040080840,10.512,0.009009,0.23,105.0,1.14,ml
2407,1292039828460,1.839,0.01378,0.03,83.0,0.97,md
2408,1292039513290,3.469,0.1517,0.07,77.0,0.34,ml
2409,1292038804280,15.287,0.06396,0.19,134.0,1.25,ml
2410,1292038438540,7.998,0.00991,0.08,200.0,0.75,md
2411,1292038372960,1.659,0.03063,0.06,46.0,0.54,md
2412,1292038306110,3.61,0.007185,0.06,58.0,2.18,md
2413,1292037775970,8.234,0.03317,0.25,86.0,2.02,ml
2414,1292037651370,9.049,0.1276,0.13,120.0,0.9,ml
2415,1292037529380,8.851,0.00991,0.23,151.0,0.84,ml
2416,1292036577810,1.979,0.1289,0.04,110.0,0.88,md
2417,1292034528160,9.131,0.00991,0.2,114.0,1.24,ml
2418,1292033011810,4.069,0.154,0.08,33.0,1.07,md
2419,1292032309330,8.0,0.194,0.1762,234.14,0.7,ml
2420,1292032279601,8.0,0.167,0.0807,72.75,1.2,ml
2421,1292031678040,10.6,0.04648,0.1036,121.57,0.9,ml
2422,1292031465620,9.425,0.03053,0.13,86.0,0.83,ml
2423,1292031420800,2.112,0.02451,0.06,125.0,0.29,ml
2424,1292031374570,1.915,0.02752,0.09,124.0,0.45,ml
2425,1292031301210,2.1,0.005405,0.15,129.0,1.03,ml
2426,1292031029650,2.407,0.008108,0.06,80.0,0.86,md
2427,1292030839850,1.459,0.022,0.03,72.0,0.18,md
2428,1292030472686,10.7,0.021,0.1584,108.87,0.7,ml
2429,1292030425075,10.9,0.027,0.1706,71.09,0.8,ml
2430,1292030307393,10.8,0.01943,0.1356,71.86,1.4,ml
2431,1292030280800,3.466,0.01802,0.04,211.0,0.55,ml
2432,1292029640990,0.309,0.06396,0.03,91.0,0.31,md
2433,1292029134250,4.499,0.01441,0.02,125.0,0.33,md
2434,1292028819650,0.928,0.01351,0.04,109.0,0.76,md
2435,1292028774110,1.426,0.007624,0.06,76.0,1.13,md
2436,1292027677570,2.562,0.05946,0.13,108.0,0.73,ml
2437,1292027472210,8.665,0.02147,0.07,62.0,1.13,md
2438,1292027104380,6.859,0.1532,0.2,98.0,1.23,ml
2439,1292026986890,7.77,0.008108,0.01,215.0,0.8,md
2440,1292026488950,1.529,0.09388,0.09,53.0,1.93,md
2441,1292025513460,7.575,0.1195,0.18,99.0,1.32,ml
2442,1292023701330,10.648,0.01261,0.21,143.0,0.65,ml
2443,1292022976850,0.825,0.115,0.04,65.0,0.57,md
2444,1292022731800,10.256,0.1225,0.21,143.0,0.99,ml
2445,1292022527740,9.681,0.01451,0.24,40.0,1.51,ml
2446,1292022144770,0.153,0.01982,0.1,84.0,0.3,mh
2447,1292020789130,3.956,0.06129,0.05,99.0,0.08,md
2448,1292019494280,3.567,0.06037,0.09,73.0,0.72,ml
2449,1292019486710,3.497,0.05766,0.1,72.0,0.86,ml
2450,1292019254360,8.316,0.1126,0.08,133.0,1.35,md
2451,1292018720640,3.92,0.0973,0.08,63.0,1.77,md
2452,1292017745370,4.151,0.01622,0.02,129.0,0.94,md
2453,1292017687680,0.122,0.01802,0.05,104.0,0.49,md
2454,1292017242200,0.163,0.01081,0.07,40.0,1.54,md
2455,1292016031710,2.169,0.1245,0.05,32.0,1.06,md
2456,1292012471300,7.951,0.05856,0.24,98.0,1.38,ml
2457,1292011901150,3.563,0.1173,0.06,112.0,0.62,md
2458,1292011821780,3.659,0.008108,0.12,113.0,0.59,ml
2459,1292011772380,2.194,0.1146,0.05,78.0,0.96,md
2460,1292011661410,4.259,0.28,0.12,116.0,1.19,ml
2461,1292011567752,12.7,0.157,0.1383,177.31,1.6,ml
2462,1292011503940,11.373,0.1359,0.15,58.0,1.22,ml
2463,1292010987810,16.315,0.01351,0.18,120.0,0.89,ml
2464,1292010596500,1.404,0.01441,0.02,68.0,0.62,md
2465,1292010560020,1.709,0.1286,0.06,41.0,1.2,md
2466,1292010479380,7.981,0.007207,0.24,50.0,1.79,ml
2467,1292009430330,-0.274,0.1242,0.07,66.0,0.93,md
2468,1292009337240,9.071,0.1246,0.24,115.0,1.02,ml
2469,1292009229170,10.191,0.1237,0.2,25.0,2.53,ml
2470,1292008912980,8.961,0.08469,0.19,113.0,1.28,ml
2471,1292008466430,12.359,0.104,0.17,74.0,1.29,ml
2472,1292008137645,10.4,0.1235,0.0837,163.08,-0.3,ml
2473,1292007887490,8.831,0.03342,0.25,24.0,1.91,ml
2474,1292007217520,0.78,0.1251,0.12,183.0,0.9,ml
2475,1292007170880,9.191,0.02248,0.23,98.0,1.02,ml
2476,1292007096520,3.387,0.009009,0.1,86.0,0.9,ml
2477,1292006203800,3.317,0.01441,0.04,65.0,0.48,md
2478,1292005827570,2.989,0.2126,0.04,138.0,0.43,md
2479,1292005619290,11.433,0.04865,0.04,169.0,1.09,md
2480,1292002668350,1.723,0.03254,0.06,172.0,1.46,md
2481,1292001705800,8.069,0.1378,0.22,121.0,1.24,ml
2482,1292001687480,1.432,0.01081,0.11,95.0,2.02,md
2483,1291999024980,2.317,0.00991,0.05,88.0,0.56,md
2484,1291998470200,1.464,0.03383,0.06,107.0,0.77,md
2485,1291998284750,16.083,0.01982,0.15,56.0,1.17,ml
2486,1291997605360,5.809,0.005405,0.05,122.0,0.76,md
2487,1291996682230,1.216,0.005405,0.02,207.0,0.51,md
2488,1291995867850,5.404,0.01081,0.13,161.0,0.46,md
2489,1291995126330,3.803,0.1018,0.05,137.0,0.51,md
2490,1291994728590,-0.523,0.00991,0.05,157.0,1.23,md
2491,1291992924060,-0.27,0.07297,0.04,89.0,0.77,md
2492,1291992903380,18.657,0.01261,0.17,65.0,1.06,ml
2493,1291991922540,1.274,0.02283,0.04,73.0,0.69,md
2494,1291990729310,4.823,0.02523,0.09,100.0,0.2,mh
2495,1291990075010,5.756,0.01261,0.06,45.0,1.52,md
2496,1291989295330,1.203,0.008108,0.06,54.0,0.68,md
2497,1291989086630,1.479,0.01712,0.09,52.0,1.29,md
2498,1291988693220,1.183,0.01261,0.05,115.0,0.37,md
2499,1291987815420,-0.799,0.004505,0.27,199.0,0.45,md
2500,1291987719370,2.596,0.02571,0.02,89.0,0.43,md
2501,1291987099640,7.339,0.08932,0.16,76.0,0.61,ml
2502,1291985472150,7.063,0.01752,0.1,206.0,0.93,ml
2503,1291985007250,2.709,0.1111,0.12,66.0,0.82,ml
2504,1291984360820,8.535,0.007282,0.16,86.0,0.98,ml
2505,1291983862230,17.741,0.01802,0.15,180.0,0.85,ml
2506,1291983023660,3.196,0.01622,0.08,49.0,1.73,md
2507,1291980132820,0.993,0.005405,0.03,177.0,0.43,md
2508,1291980038920,2.436,0.008108,0.07,56.0,1.61,md
2509,1291979165270,1.426,0.004505,0.08,72.0,0.85,md
2510,1291979068480,7.117,0.006306,0.07,94.0,0.63,md
2511,1291977973920,1.635,0.01171,0.05,48.0,0.84,md
2512,1291977420550,1.459,0.00991,0.02,106.0,0.15,md
2513,1291977080030,0.999,0.008108,0.06,47.0,1.23,md
2514,1291976916990,6.2,0.0203,0.1,40.0,1.26,md
2515,1291975965470,6.167,0.068,0.16,68.0,1.22,ml
2516,1291975951309,8.8,0.004505,0.0904,126.11,1.2,ml
2517,1291975822380,2.252,0.03333,0.04,81.0,0.31,md
2518,1291972252580,5.48,0.0009009,0.07,57.0,0.87,md
2519,1291971373400,1.384,0.185,0.06,57.0,0.49,md
2520,1291968939913,9.3,0.01441,0.2491,118.55,1.4,ml
2521,1291966070750,0.961,0.03158,0.05,103.0,0.86,md
2522,1291962601720,7.009,0.05586,0.08,105.0,0.45,ml
2523,1291962433900,8.597,0.02523,0.08,104.0,1.7,md
2524,1291959376730,10.219,0.01081,0.16,55.0,1.81,md
2525,1291958549560,1.113,0.091,0.05,86.0,0.68,md
2526,1291958228579,9.3,0.01351,0.0961,169.08,1.4,ml
2527,1291957994130,4.275,0.009009,0.1,66.0,1.0,md
2528,1291957584110,1.68,0.1694,0.02,97.0,0.83,md
2529,1291957072580,-0.957,0.175,0.13,108.0,1.92,md
2530,1291954121304,8.7,0.02556,0.1585,128.17,1.6,ml
2531,1291954062010,1.963,0.02703,0.08,128.0,0.6,mh
2532,1291953476860,0.073,0.06384,0.15,105.0,0.7,mh
2533,1291953241870,12.248,0.01622,0.28,90.0,1.59,ml
2534,1291953047680,1.122,0.00991,0.04,145.0,0.37,md
2535,1291953037490,0.58,0.03333,0.02,77.0,0.67,md
2536,1291952133800,3.231,0.04597,0.09,120.0,0.55,md
2537,1291951405200,9.864,0.02841,0.12,82.0,0.46,ml
2538,1291947190960,7.109,0.05225,0.1,77.0,0.87,ml
2539,1291944855090,2.986,0.06396,0.05,171.0,0.42,md
2540,1291944682460,5.163,0.0111,0.03,96.0,1.58,md
2541,1291944439670,1.433,0.004505,0.12,68.0,0.55,ml
2542,1291943990890,1.493,0.06966,0.08,47.0,1.39,md
2543,1291943583320,15.806,0.01532,0.14,35.0,1.65,ml
2544,1291943392550,1.059,0.04414,0.04,118.0,0.57,md
2545,1291942326850,8.65,0.005405,0.04,84.0,0.84,md
2546,1291941920420,0.615,0.06577,0.04,60.0,0.1,md
2547,1291941191580,5.326,0.002703,0.11,90.0,0.82,md
2548,1291940780530,1.024,0.00991,0.07,51.0,0.94,md
2549,1291940475260,0.609,0.00991,0.07,58.0,0.87,md
2550,1291938478660,0.663,0.005405,0.05,46.0,1.11,md
2551,1291938112970,1.66,0.1459,0.04,98.0,0.15,md
2552,1291937888680,0.843,0.1057,0.07,75.0,2.18,md
2553,1291936777440,15.115,0.09724,0.18,114.0,1.61,ml
2554,1291936774480,15.945,0.02432,0.1,93.0,1.43,ml
2555,1291936294730,1.893,0.009009,0.11,52.0,1.37,ml
2556,1291936166250,6.947,0.01892,0.06,107.0,1.14,md
2557,1291935053670,1.275,0.01532,0.08,151.0,0.86,md
2558,1291934762120,0.186,0.08493,0.03,130.0,0.19,md
2559,1291934725430,2.119,0.001802,0.21,81.0,1.38,ml
2560,1291932754170,7.987,0.004505,0.14,72.0,1.74,md
2561,1291932219330,8.277,0.007207,0.15,136.0,1.83,md
2562,1291932204510,7.997,0.007207,0.06,139.0,1.38,md
2563,1291932128960,8.037,0.007207,0.18,81.0,3.04,ml
2564,1291931704680,1.849,0.03821,0.06,77.0,0.38,md
2565,1291931700740,8.585,0.003604,0.13,96.0,1.03,ml
2566,1291927279800,7.757,0.03109,0.09,68.0,1.73,md
2567,1291924898430,2.463,0.1099,0.26,52.0,2.09,ml
2568,1291924580460,3.551,0.0973,0.07,166.0,1.93,md
2569,1291923802180,3.851,0.0982,0.03,127.0,1.55,md
2570,1291923790420,3.671,0.01892,0.04,128.0,1.16,md
2571,1291921840470,10.166,0.009009,0.02,243.0,1.35,md
2572,1291921811570,1.429,0.06897,0.05,40.0,1.32,md
2573,1291921598650,4.667,0.003604,0.16,114.0,1.2,ml
2574,1291921469680,1.014,0.006306,0.02,113.0,0.18,md
2575,1291921434940,1.021,0.006306,0.05,51.0,1.26,md
2576,1291921409710,1.111,0.07928,0.06,33.0,2.11,md
2577,1291920808510,4.041,0.02523,0.16,167.0,0.74,md
2578,1291920391340,10.459,0.09056,0.07,93.0,2.03,md
2579,1291917230330,17.325,0.005405,0.11,70.0,1.33,ml
2580,1291917179680,1.811,0.009009,0.06,38.0,1.49,md
2581,1291916265080,7.181,0.1385,0.13,46.0,1.68,md
2582,1291915825910,11.656,0.102,0.24,47.0,1.87,ml
2583,1291913526045,3.6,0.009009,0.1345,181.8,1.3,mb
2584,1291913088730,2.76,0.0991,0.06,31.0,1.49,md
2585,1291912452140,4.272,0.003604,0.03,130.0,0.84,md
2586,1291911897420,2.623,0.0982,0.0,213.0,0.46,md
2587,1291911767000,3.411,0.00389,0.03,128.0,1.09,md
2588,1291911385110,17.305,0.1036,0.08,153.0,0.74,ml
2589,1291911339770,0.216,0.0973,0.03,185.0,0.95,md
2590,1291911331220,3.801,0.01892,0.03,128.0,1.12,md
2591,1291907941450,1.447,0.02591,0.06,141.0,0.7,md
2592,1291906674500,4.717,0.0973,0.12,285.0,0.14,ml
2593,1291905671090,4.308,0.01892,0.04,81.0,2.26,md
2594,1291904880570,0.593,0.03487,0.05,59.0,0.21,md
2595,1291904085290,8.449,0.01261,0.11,107.0,0.54,ml
2596,1291902946460,1.699,0.008108,0.05,82.0,0.49,md
2597,1291902601000,1.219,0.005405,0.03,69.0,0.43,md
2598,1291902523990,0.591,0.1209,0.02,189.0,0.19,md
2599,1291901365710,9.691,0.01171,0.2,146.0,0.99,ml
2600,1291900369800,1.623,0.01712,0.03,98.0,0.48,md
2601,1291896830240,1.724,0.006306,0.07,52.0,1.1,md
2602,1291896416800,1.315,0.01171,0.03,106.0,0.38,md
2603,1291896057540,0.903,0.03694,0.0,143.0,0.43,md
2604,1291895004920,11.706,0.04054,0.19,72.0,1.75,md
2605,1291894980890,11.616,0.07369,0.17,69.0,1.97,md
2606,1291894016550,3.327,0.008108,0.13,68.0,2.2,ml
2607,1291893371770,3.559,0.02789,0.04,147.0,0.28,md
2608,1291892955650,5.217,0.1225,0.2,30.0,1.71,ml
2609,1291892130820,8.782,0.009009,0.02,145.0,1.03,md
2610,1291889894630,-0.57,0.00991,0.03,56.0,0.85,md
2611,1291889241740,0.71,0.107,0.01,137.0,0.51,md
2612,1291888626590,5.093,0.0401,0.15,63.0,1.42,ml
2613,1291888495450,5.997,0.05315,0.13,109.0,0.67,ml
2614,1291888010940,7.667,0.04775,0.03,200.0,0.41,md
2615,1291887543590,13.976,0.1189,0.02,176.0,1.04,md
2616,1291887322300,7.942,0.007207,0.07,150.0,1.53,md
2617,1291886849370,2.426,0.008262,0.06,60.0,0.82,md
2618,1291886099490,0.114,0.01495,0.16,116.0,0.4,mh
2619,1291885555120,0.153,0.09014,0.12,135.0,0.5,mh
2620,1291885301400,3.873,0.05038,0.16,42.0,1.36,ml
2621,1291883441190,15.138,0.02633,0.14,82.0,0.49,ml
2622,1291881516580,1.603,0.08448,0.07,80.0,0.28,ml
2623,1291880902860,5.182,0.003604,0.16,34.0,2.8,ml
2624,1291879815080,2.546,0.01982,0.06,86.0,0.81,md
2625,1291879689890,1.594,0.03874,0.01,154.0,0.58,md
2626,1291879682660,9.683,0.06036,0.13,53.0,2.25,md
2627,1291878433890,7.117,0.0488,0.03,267.0,0.24,md
2628,1291878325500,11.801,0.004505,0.17,54.0,1.58,ml
2629,1291878043590,1.376,0.01081,0.03,126.0,0.77,md
2630,1291877424150,-0.185,0.009009,0.07,50.0,1.09,md
2631,1291876330730,1.473,0.04509,0.05,81.0,0.58,md
2632,1291876013790,12.509,0.02613,0.12,105.0,0.67,ml
2633,1291875715070,6.471,0.1633,0.17,79.0,0.67,md
2634,1291875391980,14.698,0.09748,0.15,191.0,1.48,ml
2635,1291875144590,10.58,0.008108,0.18,35.0,1.73,ml
2636,1291873674380,2.019,0.1674,0.07,49.0,0.78,md
2637,1291873643690,9.288,0.1308,0.27,124.0,1.34,ml
2638,1291873462600,3.92,0.00991,0.15,150.0,0.86,ml
2639,1291872441840,1.025,0.01441,0.05,102.0,0.75,md
2640,1291872230960,-0.672,0.06991,0.1,86.0,0.93,md
2641,1291872160760,16.211,0.007207,0.16,82.0,0.79,ml
2642,1291871844050,5.199,0.01712,0.02,130.0,0.46,md
2643,1291871268930,5.484,0.01712,0.06,82.0,0.94,md
2644,1291869925360,6.333,0.02733,0.09,66.0,1.5,md
2645,1291869678090,17.096,0.06036,0.12,187.0,0.46,ml
2646,1291869074200,4.443,0.01712,0.03,95.0,1.22,md
2647,1291868645910,1.249,0.01892,0.02,158.0,0.15,md
2648,1291868628570,5.477,0.01622,0.06,62.0,0.68,md
2649,1291868548480,6.173,0.05856,0.09,59.0,1.64,md
2650,1291868179570,3.665,0.01892,0.03,171.0,0.17,md
2651,1291867730970,2.268,0.03938,0.03,86.0,0.5,md
2652,1291867200380,6.637,0.01261,0.12,109.0,0.61,ml
2653,1291866995220,1.529,0.01261,0.04,93.0,0.8,md
2654,1291866906010,5.993,0.01622,0.04,63.0,0.88,md
2655,1291866860620,7.443,0.01441,0.13,45.0,2.34,md
2656,1291866815580,0.349,0.009009,0.01,113.0,0.43,md
2657,1291866782980,0.739,0.06638,0.07,58.0,1.06,md
2658,1291866109190,10.125,0.02214,0.1,132.0,0.6,ml
2659,1291865848200,2.432,0.01622,0.16,47.0,1.29,ml
2660,1291865682890,6.077,0.1104,0.09,64.0,1.54,md
2661,1291865430540,2.18,0.007207,0.15,118.0,1.37,ml
2662,1291864948530,1.7,0.03437,0.09,71.0,0.86,md
2663,1291862880320,11.304,0.15,0.22,36.0,2.67,ml
2664,1291861633254,4.8,0.01532,0.0841,129.01,1.4,ml
2665,1291860172160,4.932,0.077,0.04,83.0,0.45,md
2666,1291859620132,8.7,0.008108,0.2058,291.74,1.2,ml
2667,1291857569470,9.262,0.001802,0.16,36.0,1.62,md
2668,1291855861760,6.153,0.01712,0.05,144.0,0.43,md
2669,1291855619610,2.177,0.01622,0.07,54.0,0.5,md
2670,1291855489850,-0.778,0.02613,0.15,100.0,0.92,md
2671,1291854061720,2.091,0.0009009,0.13,82.0,0.99,md
2672,1291853617610,1.076,0.01802,0.07,37.0,1.83,md
2673,1291852653510,6.153,0.01892,0.08,57.0,1.68,md
2674,1291852210940,5.243,0.005405,0.05,62.0,1.44,md
2675,1291851346030,1.756,0.04056,0.07,114.0,0.86,md
2676,1291850091090,15.678,0.01532,0.12,197.0,0.62,ml
2677,1291849763140,0.954,0.02973,0.07,76.0,0.55,md
2678,1291849553660,9.339,0.01081,0.1,75.0,1.65,md
2679,1291848796160,2.91,0.01802,0.06,34.0,1.22,md
2680,1291848381240,0.68,0.008108,0.07,139.0,0.78,md
2681,1291848324080,1.177,0.01712,0.01,176.0,0.29,md
2682,1291848304050,1.356,0.008108,0.04,160.0,0.46,md
2683,1291848286130,1.237,0.01712,0.06,63.0,1.24,md
2684,1291848234130,3.886,0.01081,0.02,210.0,0.91,md
2685,1291848207690,1.488,0.0009009,0.07,36.0,1.35,md
2686,1291846153160,3.153,0.04005,0.05,96.0,0.42,md
2687,1291846051590,7.199,0.02339,0.2,80.0,1.41,ml
2688,1291844969060,3.26,0.01351,0.08,54.0,0.64,ml
2689,1291843298270,2.384,0.01441,0.06,55.0,1.14,md
2690,1291842561090,-0.005,0.009009,0.01,96.0,0.77,md
2691,1291842516230,0.989,0.004505,0.07,53.0,0.41,md
2692,1291842053070,3.514,0.01081,0.06,150.0,0.51,md
2693,1291841740210,1.427,0.003604,0.04,145.0,0.46,md
2694,1291839946970,1.284,0.1115,0.04,64.0,0.92,md
2695,1291839704720,9.766,0.1712,0.19,145.0,1.08,ml
2696,1291837626110,1.479,0.194,0.15,124.0,1.3,ml
2697,1291835018641,0.0,0.051,0.1418,169.4,2.1,ml
2698,1291834630242,10.3,0.01982,0.0788,76.42,0.7,ml
2699,1291831964010,1.435,0.004505,0.04,101.0,0.46,md
2700,1291830940200,1.054,0.05355,0.07,38.0,1.17,md
2701,1291828962820,5.231,0.01712,0.21,113.0,0.96,ml
2702,1291828553340,5.06,0.01532,0.05,78.0,0.64,md
2703,1291828371900,-0.456,0.07852,0.08,67.0,0.9,md
2704,1291828345010,7.699,0.0182,0.06,211.0,0.68,ml
2705,1291828340620,15.336,0.273,0.25,109.0,0.84,ml
2706,1291827699124,0.0,0.01081,0.1457,218.81,1.6,ml
2707,1291827249370,3.389,0.00991,0.05,62.0,0.72,md
2708,1291826862420,1.564,0.01802,0.05,153.0,0.82,md
2709,1291824601970,1.408,0.05218,0.03,133.0,0.57,md
2710,1291823333170,15.879,0.08288,0.11,97.0,0.66,ml
2711,1291822021290,2.664,0.1267,0.17,54.0,1.45,md
2712,1291821562410,16.355,0.008108,0.2,47.0,1.2,ml
2713,1291820857510,0.828,0.004505,0.06,63.0,0.82,md
2714,1291820614210,2.487,0.03915,0.06,102.0,0.87,md
2715,1291819730160,10.05,0.004505,0.11,57.0,1.61,ml
2716,1291819565410,1.951,0.01802,0.04,63.0,0.5,md
2717,1291818212500,1.245,0.02913,0.06,59.0,0.94,md
2718,1291818087550,12.504,0.02861,0.14,66.0,0.65,ml
2719,1291818056410,12.747,0.4505,0.2,66.0,0.64,ml
2720,1291816987780,29.476,0.02516,0.24,231.0,1.81,md
2721,1291816641070,3.023,0.03604,0.14,100.0,1.0,mh
2722,1291815701070,5.447,0.03784,0.06,104.0,0.36,md
2723,1291815130500,6.685,0.09576,0.08,107.0,0.79,md
2724,1291813805750,16.185,0.08108,0.14,69.0,0.63,ml
2725,1291813399210,6.292,0.1251,0.09,72.0,1.71,md
2726,1291813274470,9.075,0.003604,0.17,38.0,1.27,ml
2727,1291812933660,1.252,0.1391,0.03,215.0,0.43,md
2728,1291812700460,10.423,0.01532,0.06,92.0,1.11,ml
2729,1291812501820,3.239,0.008108,0.06,79.0,0.69,md
2730,1291811913170,0.575,0.267,0.06,67.0,0.82,md
2731,1291808033297,0.0,0.06126,0.0764,102.43,1.2,ml
2732,1291807500510,4.053,0.06396,0.03,150.0,0.59,md
2733,1291807300430,3.225,0.06306,0.02,165.0,0.38,md
2734,1291807284180,3.257,0.007207,0.07,148.0,0.88,md
2735,1291807045100,2.061,0.08378,0.07,32.0,1.97,md
2736,1291806408890,5.235,0.04234,0.1,70.0,1.62,md
2737,1291803401330,4.0,0.01532,0.04,40.0,1.22,md
2738,1291801139530,1.814,0.008108,0.07,51.0,0.97,md
2739,1291800933010,0.889,0.08721,0.06,52.0,0.64,md
2740,1291799688340,14.212,0.07393,0.19,84.0,1.0,ml
2741,1291796821120,7.334,0.009009,0.13,98.0,0.37,ml
2742,1291795469610,1.383,0.01441,0.03,120.0,0.3,mh
2743,1291795409020,0.564,0.04054,0.09,56.0,0.17,md
2744,1291794755240,-0.412,0.1263,0.09,96.0,0.9,md
2745,1291792930620,10.084,0.01802,0.21,100.0,1.17,ml
2746,1291791352820,2.804,0.01441,0.01,284.0,0.9,md
2747,1291791180870,0.743,0.01261,0.07,43.0,1.22,md
2748,1291789684190,0.195,0.02613,0.02,170.0,0.7,md
2749,1291789001260,2.828,0.009009,0.02,306.0,-0.24,md
2750,1291787895450,5.143,0.02928,0.04,148.0,0.69,md
2751,1291787734750,7.156,0.1072,0.08,124.0,0.07,ml
2752,1291787118570,3.388,0.007207,0.06,156.0,0.3,mh
2753,1291786284900,0.959,0.005405,0.06,54.0,1.05,md
2754,1291785078740,0.255,0.006306,0.01,125.0,0.55,md
2755,1291785055330,0.117,0.05676,0.01,213.0,0.56,md
2756,1291784098720,7.391,0.01441,0.08,77.0,1.93,md
2757,1291783965850,1.902,0.01171,0.06,106.0,0.65,md
2758,1291783921980,1.408,0.01892,0.02,118.0,0.37,md
2759,1291783915460,1.102,0.03663,0.06,100.0,0.57,md
2760,1291782881810,3.878,0.1208,0.08,260.0,0.4,mh
2761,1291781440250,5.11,0.1225,0.21,37.0,1.93,ml
2762,1291781293800,8.84,0.05766,0.22,38.0,1.65,ml
2763,1291779724750,4.816,0.05378,0.05,191.0,0.31,md
2764,1291779215940,3.439,0.00991,0.08,146.0,0.6,mh
2765,1291778970640,0.956,0.03423,0.03,96.0,0.88,md
2766,1291777120820,7.682,0.007207,0.05,78.0,1.34,md
2767,1291776255420,-0.847,0.1734,0.02,119.0,-0.49,md
2768,1291775816800,0.035,0.01802,0.2,102.0,2.34,ml
2769,1291775282800,1.312,0.01081,0.05,59.0,1.21,md
2770,1291774719670,1.254,0.05383,0.02,124.0,0.43,md
2771,1291774321700,14.818,0.2655,0.15,115.0,0.8,ml
2772,1291772149530,4.304,0.003604,0.12,305.0,0.3,mh
2773,1291771747970,2.479,0.003604,0.08,81.0,1.1,md
2774,1291771693020,1.583,0.1365,0.08,29.0,2.12,md
2775,1291771685980,11.918,0.136,0.23,25.0,2.37,ml
2776,1291771522308,9.9,0.01351,0.1116,78.11,1.7,ml
2777,1291771137700,1.789,0.03312,0.04,212.0,0.47,md
2778,1291769578400,-1.286,0.01351,0.2,93.0,0.7,mh
2779,1291768926730,10.294,0.06577,0.15,223.0,0.2,md
2780,1291768756840,-1.443,0.3045,0.06,176.0,0.83,md
2781,1291767090480,9.649,0.007207,0.13,327.0,1.96,md
2782,1291764876330,2.223,0.09328,0.02,162.0,0.6,md
